Review ID,Airline Name,Overall_Rating,Review_Title,Review Date,Verified,Review,Aircraft,Type Of Traveller,Seat Type,Route,Date Flown,Seat Comfort,Cabin Staff Service,Food & Beverages,Ground Service,Inflight Entertainment,Wifi & Connectivity,Value For Money,Recommended,IATA CODE
4035,Allegiant Air,1,"""Do not use this airline""",18th April 2023,True,"  Do not use this airline! Cancelation is frequent. Our flight was cancelled while we were at the airport, eaving us stranded for 2 days! My tickets were over $1000. They were gonna reimburse me $800.",,Family Leisure,Economy Class,Myrtle Beach to Albany ,2023-04-01,1.0,5.0,1.0,1.0,,,1.0,no,G4
4036,Allegiant Air,1,"""This is the worst airline""",18th April 2023,True,"  This is the worst airline. They cancelled my flight without notification. ""The pilot was too tired"". While I am pleased the pilot didn't attempt to fly, the airline did not offer any other option. They sent a link for $175 for our inconvenience but the link does not work and in fact, expires! The very next day, the new itinerary, was moved from 8:00 am to 6:00 pm in the evening. Again, no notice and this time it was ""the airport delay"". For the pleasure of flying with Allegiant, I incurred over $1200 in additional travel expenses. Not one professional apology or effort to make the travel better. It doesn't matter that individuals had deadlines and places to be and they could care less. The final straw, we had rebook the flight because the second flight was cancelled. They had the nerve to recharge us! Unbelievable. Trust me, you get what you pay for with this airline. Just pay Delta; get to your destination without worrying about this BS.",,Solo Leisure,Economy Class,Mesa to Las Vegas ,2023-04-01,1.0,1.0,,1.0,,,1.0,no,G4
4037,Allegiant Air,2,"""Allegiant rep was very rude""",14th April 2023,True,"  Allegiant Air managed to lose my luggage in nostop flight. There is no luggage counter in Indianapolis, so I went to the 2nd floor to the ticket counter. The Allegiant rep was very rude to me, threatening to call the police if I will not leave without my luggage. ",,Solo Leisure,Economy Class,Las Vegas to Indianapolis,2023-04-01,1.0,1.0,1.0,1.0,1.0,1.0,2.0,no,G4
4038,Allegiant Air,1,"""Highly do not recommend""",8th April 2023,True,  Highly do not recommend! Our flight delayed twice and then canceled last minute due to â€œmaintenance issues.â€ They didnâ€™t offer anyone accommodations and only offered a $200 refund. My family and I are now stuck driving 12 hours home tomorrow with my special needs child after finally finding a rental car and being stranded.,,Family Leisure,Economy Class,Myrtle Beach to Albany,2023-04-01,1.0,1.0,1.0,1.0,1.0,,1.0,no,G4
4039,Allegiant Air,2,"""We will never ever use them again""",7th April 2023,False,  At 4 oâ€™clock in the morning we received a cancellation of our flight for a flight that was to leave at 7 AM in the morning. We were offered no other options for other flights. The best they could do was three days later .. now scrambling to try to find a way to get home. We will never ever use them again,,Couple Leisure,Economy Class,Sarasota to Boston ,2023-04-01,3.0,4.0,2.0,4.0,,,4.0,no,G4
4040,Allegiant Air,1,"""Disappointed an understatement""",3rd April 2023,False," Absolutely horrible airline - their staffâ€™s negligence and incompetencies lead to 60+ minutes sitting on the tarmac due to 10,000 POUNDS of over-fuelling; with no air circulation, compensation offerings (on, or off the plane), and the demand for a de-plane with a subsequent 2+ hour delay. Their excessive and inexcusable oversight caused countless missed flights, canceled classes, and over-heated, parched, passengers. The least they could do is offer SOME compensation for their passengers for their mistake(s), but that never came. Disappointed is an understatement, I will never be flying with them again.",,Solo Leisure,Economy Class,Ashville to Denver,2023-04-01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,G4
4041,Allegiant Air,1,"""currently having to drive 16hrs straight home""",2nd April 2023,True," Do not take this airline! Canceled our flight 1 hour before we were supposed to depart and their excuse was they ""didn't have enough staff"". Told us there wasn't going to be another one until 10pm on Monday when it was currently Saturday. We had to rent a car and are currently having to drive 16hrs straight home. They didn't even care to cover the cost for all the extra money we had to spend because they were unorganized and irresponsible. Take my advice and spend the extra money on a good airline! I have to give them 1 star to submit but they deserve a big 0!",,Family Leisure,Economy Class,"Knoxville, TN to Miami, FL",2023-04-01,1.0,1.0,,1.0,,,1.0,no,G4
4042,Allegiant Air,1,"""our bags never made it onto the plane""",29th March 2023,False,"  A friend of mine and I traveled to Florida for a golf trip in January of 2023. We arrived several hours before our flight boarded. We dropped our bags off at the ticket counter as usual and proceeded to board our flight. When we arrived in Florida we discovered that our bags never made it onto the plane. Allegiant offered to put them on the next plane to Destin, but that was Sunday evening and we were returning Monday and our bags would do us no good at that point. We were told by the agents at the ticket counter in Florida that we could purchase whatever we were missing and we would be reimbursed. We were told that we would be reimbursed for the baggage fee since they never sent our bags. It's been months since I've sent our information to be reimbursed without any response. I've emailed, called, and left messages with nothing in return. ",,Solo Leisure,Economy Class,Cincinnati to Ft Walton Beach,2023-01-01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,G4
4043,Allegiant Air,9,"""Very satisfied""",28th March 2023,False," Clean, courteous. 30 min boarding delay. Fastest direct flight ever! 3hr 19 min. Upgrade for extended leg room in rows 1-7 worth it! Free drink. Very satisfied. No WIFI. Seats donâ€™t recline.",,Solo Leisure,Premium Economy,Los Angeles to Grand Rapids,2023-03-01,4.0,5.0,5.0,5.0,,1.0,5.0,yes,G4
4044,Allegiant Air,1,"""I wouldn't recommend it to anyone""",27th March 2023,True,"  My flight was delayed and I had to wait in the airport for seven hours. I emailed Allegiant to ask if there was anything they could do to make this situation right, but they told me the case was closed and I wasn't entitled to anything per company policy. I will not be flying this airline again, and I wouldn't recommend it to anyone.",,Solo Leisure,Economy Class,"Las Vegas, Nevada to Provo, Utah",2023-03-01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,G4
4045,Allegiant Air,1,"""Terrible experience""",27th March 2023,True," I'll preface this by saying the crew was fantastic. Unfortunately that's the only positive. First, they charge 50 bucks for carry on. I got that free on the flight to Austin with Alaska. Then a gate agent called too many zones at once and it turned into a big mess. On-board it was cramped and the seats are just metal with fabric. My back is feeling it today. And there is no wifi nor even a tiny snack or cup of water available, even water is pay only. Terrible experience. Shouldn't exist as an airline.",,Solo Leisure,Economy Class,Austin to San Diego,2023-03-01,1.0,4.0,1.0,2.0,,,2.0,no,G4
4046,Allegiant Air,2,"""The worst airline ever""",27th March 2023,True,"  The worst airline ever. Plane was dirty, crumbs on the seats. Stewardess were extremely rude. By the time you pay for the check in bags, the carry on bag, and then tried to charge me for my purse because it was a personal item. Zero form of entertainment, and 400% up charge on snacks and drinks simply makes the cheap tickets worthless.",,Couple Leisure,Economy Class,Fort Lauderdale to Norfolk,2023-03-01,2.0,1.0,1.0,1.0,,,1.0,no,G4
